match_date,surface,best_of,winner,loser,wsets,lsets
2003-04-22,Clay,3,Nieminen J.,Malisse X.,2.0,1.0
2003-04-22,Clay,3,Costa A.,Zabaleta M.,2.0,0.0
2003-04-23,Clay,3,Davydenko N.,Nalbandian D.,2.0,0.0
2003-04-23,Clay,3,Hrbaty D.,Coria G.,0.0,0.0
2003-04-23,Clay,3,Acasuso J.,Mathieu P.H.,2.0,0.0
2003-04-23,Clay,3,Moya C.,Voinea A.,2.0,0.0
2003-04-23,Clay,3,Kuerten G.,Mantilla F.,2.0,0.0
2003-04-23,Clay,3,Volandri F.,Blanco G.,2.0,1.0
2003-04-23,Clay,3,Corretja A.,Nadal R.,2.0,1.0
2003-04-23,Clay,3,El Aynaoui Y.,Portas A.,2.0,0.0
2003-04-23,Clay,3,Robredo T.,Lopez F.,2.0,0.0
2003-04-23,Clay,3,Ferrero J.C.,Squillari F.,2.0,0.0
2003-04-24,Clay,3,Calleri A.,Costa A.,2.0,0.0
2003-04-24,Clay,3,Kuerten G.,El Aynaoui Y.,0.0,0.0
2003-04-24,Clay,3,Safin M.,Nieminen J.,2.0,0.0
2003-04-24,Clay,3,Davydenko N.,Acasuso J.,2.0,0.0
2003-04-24,Clay,3,Ferrero J.C.,Volandri F.,2.0,0.0
2003-04-24,Clay,3,Robredo T.,Corretja A.,2.0,1.0
2003-04-24,Clay,3,Moya C.,Hrbaty D.,2.0,1.0
2003-04-24,Clay,3,Gaudio G.,Sanchez D.,2.0,1.0
2003-04-25,Clay,3,Calleri A.,Robredo T.,2.0,1.0
2003-04-25,Clay,3,Moya C.,Davydenko N.,2.0,0.0
2003-04-25,Clay,3,Ferrero J.C.,Kuerten G.,2.0,0.0
2003-04-25,Clay,3,Safin M.,Gaudio G.,2.0,1.0
2003-04-26,Clay,3,Moya C.,Calleri A.,2.0,0.0
2003-04-26,Clay,3,Safin M.,Ferrero J.C.,2.0,0.0
2003-04-27,Clay,5,Moya C.,Safin M.,2.0,1.0
2003-04-21,Clay,3,Savolt A.,Kiefer N.,2.0,0.0
2003-04-21,Clay,3,Carlsen K.,Blake T.,2.0,0.0
2003-04-22,Clay,3,Labadze I.,Vahaly B.,2.0,1.0
2003-04-22,Clay,3,Roddick A.,Morrison J.,2.0,0.0
2003-04-22,Clay,3,Melzer J.,Dent T.,2.0,1.0
2003-04-22,Clay,3,Mutis O.,Armando H.,2.0,1.0
2003-04-22,Clay,3,Blake J.,Waske A.,2.0,0.0
2003-04-22,Clay,3,Fish M.,Roitman S.,2.0,0.0
2003-04-22,Clay,3,Mello R.,Sa A.,2.0,0.0
2003-04-22,Clay,3,Spadea V.,Brasington J.,2.0,0.0
2003-04-22,Clay,3,Agassi A.,Krajan Z.,2.0,0.0
2003-04-22,Clay,3,Meligeni F.,Gimelstob J.,2.0,0.0
2003-04-22,Clay,3,Goldstein P.,Enqvist T.,2.0,0.0
2003-04-23,Clay,3,Saretta F.,Mamiit C.,2.0,0.0
2003-04-23,Clay,3,Martin T.,Lee H.T.,2.0,0.0
2003-04-23,Clay,3,Horna L.,Gambill J.M.,2.0,0.0
2003-04-23,Clay,3,Roddick A.,Goldstein P.,2.0,0.0
2003-04-23,Clay,3,Meligeni F.,Spadea V.,2.0,1.0
2003-04-24,Clay,3,Mutis O.,Saretta F.,2.0,0.0
2003-04-24,Clay,3,Blake J.,Savolt A.,2.0,0.0
2003-04-24,Clay,3,Fish M.,Horna L.,2.0,0.0
2003-04-24,Clay,3,Agassi A.,Labadze I.,2.0,0.0
2003-04-25,Clay,3,Melzer J.,Carlsen K.,2.0,1.0
2003-04-25,Clay,3,Mello R.,Martin T.,2.0,0.0
2003-04-25,Clay,3,Mutis O.,Blake J.,2.0,1.0
2003-04-25,Clay,3,Agassi A.,Mello R.,2.0,0.0
2003-04-26,Clay,3,Roddick A.,Meligeni F.,2.0,1.0
2003-04-26,Clay,3,Melzer J.,Fish M.,2.0,1.0
2003-04-26,Clay,3,Roddick A.,Mutis O.,2.0,1.0
2003-04-27,Clay,3,Agassi A.,Melzer J.,2.0,0.0
2003-04-27,Clay,3,Agassi A.,Roddick A.,2.0,1.0
2003-04-28,Clay,3,Schalken S.,Burgsmuller L.,2.0,0.0
2003-04-28,Clay,3,Srichaphan N.,Kohlmann M.,2.0,0.0
2003-04-28,Clay,3,Nieminen J.,Labadze I.,2.0,0.0
2003-04-28,Clay,3,Arthurs W.,Behrend T.,2.0,0.0
2003-04-28,Clay,3,Waske A.,Voinea A.,2.0,0.0
2003-04-28,Clay,3,Kafelnikov Y.,Rochus O.,2.0,0.0
2003-04-29,Clay,3,Henman T.,Lapentti N.,2.0,1.0
2003-04-29,Clay,3,Levy H.,Carlsen K.,2.0,0.0
2003-04-29,Clay,3,Sluiter R.,Furlan R.,2.0,0.0
2003-04-29,Clay,3,Lisnard J.R.,Verkerk M.,2.0,0.0
2003-04-29,Clay,3,Stepanek R.,Mutis O.,2.0,0.0
2003-04-29,Clay,3,Davydenko N.,Mamiit C.,2.0,0.0
2003-04-29,Clay,3,Schuettler R.,Melzer J.,2.0,0.0
2003-04-29,Clay,3,Federer R.,Krajan Z.,2.0,0.0
2003-04-29,Clay,3,Youzhny M.,Andersen J.F.,2.0,1.0
2003-04-29,Clay,3,Koubek S.,Phau B.,2.0,0.0
2003-04-30,Clay,3,Schalken S.,Arthurs W.,2.0,0.0
2003-04-30,Clay,3,Kafelnikov Y.,Waske A.,2.0,1.0
2003-04-30,Clay,3,Stepanek R.,Srichaphan N.,2.0,0.0
2003-04-30,Clay,3,Nieminen J.,Lisnard J.R.,2.0,0.0
2003-05-01,Clay,3,Koubek S.,Henman T.,2.0,0.0
2003-05-01,Clay,3,Schuettler R.,Davydenko N.,2.0,1.0
2003-05-01,Clay,3,Federer R.,Sluiter R.,2.0,0.0
2003-05-01,Clay,3,Youzhny M.,Levy H.,2.0,1.0
2003-05-02,Clay,3,Kafelnikov Y.,Schalken S.,2.0,1.0
2003-05-02,Clay,3,Nieminen J.,Stepanek R.,2.0,0.0
2003-05-02,Clay,3,Koubek S.,Schuettler R.,2.0,0.0
2003-05-02,Clay,3,Federer R.,Youzhny M.,2.0,0.0
2003-05-03,Clay,3,Nieminen J.,Kafelnikov Y.,1.0,0.0
2003-05-03,Clay,3,Federer R.,Koubek S.,2.0,0.0
2003-05-04,Clay,3,Federer R.,Nieminen J.,2.0,0.0
2003-04-28,Clay,3,Vicente F.,Lopez F.,2.0,1.0
2003-04-28,Clay,3,Hipfl M.,Acasuso J.,2.0,0.0
2003-04-28,Clay,3,Sargsian S.,Ferrer D.,2.0,0.0
2003-04-28,Clay,3,Hrbaty D.,Norman M.,2.0,1.0
2003-04-28,Clay,3,Portas A.,Beck K.,2.0,0.0
2003-04-28,Clay,3,Dupuis A.,Corretja A.,2.0,1.0
2003-04-29,Clay,3,Cermak F.,Verdasco F.,2.0,0.0
2003-04-29,Clay,3,Sanchez D.,Patience O.,2.0,1.0
2003-04-29,Clay,3,Massu N.,Martin A.,2.0,0.0
2003-04-29,Clay,3,Blanco G.,Calatrava A.,2.0,0.0
2003-04-29,Clay,3,Gaudio G.,Sa A.,2.0,0.0
2003-04-29,Clay,3,Saretta F.,Zabaleta M.,2.0,0.0
2003-04-29,Clay,3,Rochus C.,Montanes A.,2.0,1.0
2003-04-29,Clay,3,Ferrero J.C.,Garcia-Lopez G.,2.0,0.0
2003-04-29,Clay,3,Squillari F.,Safin M.,2.0,1.0
2003-04-29,Clay,3,Calleri A.,Kunitsyn I.,2.0,0.0
2003-04-30,Clay,3,Saretta F.,Cermak F.,2.0,0.0
2003-04-30,Clay,3,Vicente F.,Dupuis A.,2.0,1.0
2003-04-30,Clay,3,Massu N.,Sanchez D.,2.0,0.0
2003-05-01,Clay,3,Sargsian S.,Squillari F.,2.0,1.0
2003-05-01,Clay,3,Gaudio G.,Blanco G.,2.0,1.0
2003-05-01,Clay,3,Calleri A.,Hrbaty D.,2.0,1.0
2003-05-01,Clay,3,Ferrero J.C.,Portas A.,2.0,0.0
2003-05-01,Clay,3,Rochus C.,Hipfl M.,2.0,0.0
2003-05-02,Clay,3,Vicente F.,Massu N.,2.0,0.0
2003-05-02,Clay,3,Rochus C.,Sargsian S.,2.0,0.0
2003-05-02,Clay,3,Ferrero J.C.,Calleri A.,2.0,0.0
2003-05-02,Clay,3,Saretta F.,Gaudio G.,2.0,1.0
2003-05-03,Clay,3,Rochus C.,Vicente F.,2.0,0.0
2003-05-03,Clay,3,Ferrero J.C.,Saretta F.,2.0,0.0
2003-05-04,Clay,3,Ferrero J.C.,Rochus C.,2.0,0.0
2003-05-05,Clay,3,Coria G.,Henman T.,2.0,0.0
2003-05-05,Clay,3,Costa A.,Krajan Z.,2.0,0.0
2003-05-05,Clay,3,Ferreira W.,Lopez F.,2.0,1.0
2003-05-05,Clay,3,Ljubicic I.,Malisse X.,2.0,0.0
2003-05-05,Clay,3,Fish M.,Santoro F.,2.0,0.0
2003-05-05,Clay,3,Hanescu V.,Youzhny M.,2.0,0.0
2003-05-05,Clay,3,Verkerk M.,Spadea V.,2.0,0.0
2003-05-05,Clay,3,Hrbaty D.,Enqvist T.,2.0,0.0
2003-05-05,Clay,3,Mantilla F.,Nalbandian D.,2.0,1.0
2003-05-05,Clay,3,Ferrer D.,Agassi A.,2.0,1.0
2003-05-05,Clay,3,Novak J.,Arthurs W.,2.0,0.0
2003-05-05,Clay,3,Martin A.,Schalken S.,2.0,1.0
2003-05-05,Clay,3,Clement A.,Sanguinetti D.,2.0,0.0
2003-05-05,Clay,3,Stepanek R.,Blake J.,2.0,1.0
2003-05-05,Clay,3,Schuettler R.,Norman M.,2.0,0.0
2003-05-05,Clay,3,Roddick A.,Gaudenzi A.,2.0,0.0
2003-05-06,Clay,3,Nieminen J.,Srichaphan P.,2.0,0.0
2003-05-06,Clay,3,Corretja A.,Portas A.,2.0,1.0
2003-05-06,Clay,3,Chela J.I.,Rochus O.,2.0,0.0
2003-05-06,Clay,3,Zabaleta M.,Sanchez D.,2.0,0.0
2003-05-06,Clay,3,Federer R.,Mathieu P.,2.0,0.0
2003-05-06,Clay,3,Calleri A.,Koubek S.,2.0,0.0
2003-05-06,Clay,3,Davydenko N.,Kucera K.,2.0,1.0
2003-05-06,Clay,3,Robredo T.,Grosjean S.,2.0,1.0
2003-05-06,Clay,3,Gaudio G.,Kuerten G.,2.0,1.0
2003-05-06,Clay,3,Mirnyi M.,Lapentti N.,2.0,1.0
2003-05-06,Clay,3,Sluiter R.,Gambill J.M.,2.0,1.0
2003-05-06,Clay,3,Ferrero J.C.,Philippoussis M.,2.0,0.0
2003-05-06,Clay,3,Moya C.,Vicente F.,2.0,0.0
2003-05-06,Clay,3,Galimberti G.,Vahaly B.,2.0,1.0
2003-05-06,Clay,3,Kafelnikov Y.,El Aynaoui Y.,2.0,1.0
2003-05-06,Clay,3,Volandri F.,Massu N.,2.0,1.0
2003-05-07,Clay,3,Federer R.,Zabaleta M.,2.0,0.0
2003-05-07,Clay,3,Stepanek R.,Martin A.,2.0,0.0
2003-05-07,Clay,3,Novak J.,Hrbaty D.,2.0,0.0
2003-05-07,Clay,3,Schuettler R.,Ferreira W.,2.0,0.0
2003-05-07,Clay,3,Mantilla F.,Fish M.,2.0,0.0
2003-05-07,Clay,3,Gaudio G.,Calleri A.,2.0,0.0
2003-05-07,Clay,3,Robredo T.,Chela J.I.,2.0,0.0
2003-05-07,Clay,3,Kafelnikov Y.,Galimberti G.,2.0,0.0
2003-05-07,Clay,3,Ljubicic I.,Ferrer D.,2.0,0.0
2003-05-07,Clay,3,Verkerk M.,Roddick A.,2.0,1.0
2003-05-07,Clay,3,Coria G.,Hanescu V.,2.0,0.0
2003-05-07,Clay,3,Costa A.,Clement A.,2.0,1.0
2003-05-07,Clay,3,Nieminen J.,Davydenko N.,2.0,1.0
2003-05-07,Clay,3,Ferrero J.C.,Corretja A.,2.0,0.0
2003-05-07,Clay,3,Volandri F.,Sluiter R.,2.0,0.0
2003-05-07,Clay,3,Moya C.,Mirnyi M.,2.0,0.0
2003-05-08,Clay,3,Schuettler R.,Novak J.,2.0,0.0
2003-05-08,Clay,3,Federer R.,Robredo T.,2.0,0.0
2003-05-08,Clay,3,Volandri F.,Stepanek R.,2.0,0.0
2003-05-08,Clay,3,Ljubicic I.,Coria G.,2.0,0.0
2003-05-08,Clay,3,Kafelnikov Y.,Moya C.,2.0,0.0
2003-05-08,Clay,3,Verkerk M.,Nieminen J.,2.0,0.0
2003-05-08,Clay,3,Mantilla F.,Costa A.,2.0,1.0
2003-05-08,Clay,3,Ferrero J.C.,Gaudio G.,2.0,1.0
2003-05-09,Clay,3,Kafelnikov Y.,Verkerk M.,2.0,0.0
2003-05-09,Clay,3,Federer R.,Volandri F.,2.0,1.0
2003-05-09,Clay,3,Ferrero J.C.,Schuettler R.,2.0,0.0
2003-05-09,Clay,3,Mantilla F.,Ljubicic I.,2.0,1.0
2003-05-10,Clay,3,Federer R.,Ferrero J.C.,1.0,0.0
2003-05-10,Clay,3,Mantilla F.,Kafelnikov Y.,2.0,1.0
2003-05-11,Clay,5,Mantilla F.,Federer R.,3.0,0.0
2003-05-12,Clay,3,Burgsmuller L.,Armando H.,2.0,0.0
2003-05-12,Clay,3,Clement A.,Lapentti N.,2.0,0.0
2003-05-12,Clay,3,Coria G.,Spadea V.,2.0,0.0
2003-05-12,Clay,3,Davydenko N.,Voinea A.,2.0,0.0
2003-05-12,Clay,3,Ferreira W.,Waske A.,2.0,0.0
2003-05-12,Clay,3,Henman T.,Gambill J.M.,2.0,0.0
2003-05-12,Clay,3,Kuerten G.,Chela J.I.,2.0,0.0
2003-05-12,Clay,3,Lopez F.,Srichaphan P.,2.0,0.0
2003-05-12,Clay,3,Nadal R.,Mathieu P.H.,2.0,0.0
2003-05-12,Clay,3,Robredo T.,Stepanek R.,2.0,0.0
2003-05-12,Clay,3,Rochus O.,El Aynaoui Y.,2.0,0.0
2003-05-12,Clay,3,Zabaleta M.,Kucera K.,2.0,0.0
2003-05-12,Clay,3,Calleri A.,Lee H.T.,2.0,1.0
2003-05-12,Clay,3,Gaudio G.,Blake J.,2.0,1.0
2003-05-12,Clay,3,Nieminen J.,Koubek S.,2.0,1.0
2003-05-12,Clay,3,Sanchez D.,Fish M.,2.0,1.0
2003-05-13,Clay,3,Costa A.,Kiefer N.,2.0,0.0
2003-05-13,Clay,3,Dupuis A.,Santoro F.,2.0,0.0
2003-05-13,Clay,3,Federer R.,Mirnyi M.,2.0,0.0
2003-05-13,Clay,3,Grosjean S.,Volandri F.,2.0,0.0
2003-05-13,Clay,3,Mantilla F.,Martin A.,2.0,0.0
2003-05-13,Clay,3,Nalbandian D.,Lisnard J.R.,2.0,0.0
2003-05-13,Clay,3,Philippoussis M.,Sluiter R.,2.0,0.0
2003-05-13,Clay,3,Roddick A.,Ljubicic I.,2.0,0.0
2003-05-13,Clay,3,Schuettler P.,Ferrer D.,2.0,0.0
2003-05-13,Clay,3,Youzhny M.,Novak J.,2.0,0.0
2003-05-13,Clay,3,Beck K.,Arthurs W.,2.0,1.0
2003-05-13,Clay,3,Gonzalez F.,Mutis O.,2.0,1.0
2003-05-13,Clay,3,Hewitt L.,Hantschk M.,2.0,1.0
2003-05-13,Clay,3,Malisse X.,Corretja A.,2.0,1.0
2003-05-13,Clay,3,Moya C.,Draper S.,2.0,1.0
2003-05-13,Clay,3,Sargsian S.,Hrbaty D.,2.0,1.0
2003-05-14,Clay,3,Coria G.,Nieminen J.,2.0,0.0
2003-05-14,Clay,3,Federer R.,Sargsian S.,2.0,0.0
2003-05-14,Clay,3,Ferreira W.,Lopez F.,2.0,0.0
2003-05-14,Clay,3,Gonzalez F.,Mantilla F.,2.0,0.0
2003-05-14,Clay,3,Kuerten G.,Davydenko N.,2.0,0.0
2003-05-14,Clay,3,Nadal R.,Moya C.,2.0,0.0
2003-05-14,Clay,3,Philippoussis M.,Malisse X.,2.0,0.0
2003-05-14,Clay,3,Calleri A.,Roddick A.,2.0,1.0
2003-05-14,Clay,3,Gaudio G.,Sanchez D.,2.0,1.0
2003-05-14,Clay,3,Henman T.,Grosjean S.,2.0,1.0
2003-05-14,Clay,3,Hewitt L.,Clement A.,2.0,1.0
2003-05-14,Clay,3,Nalbandian D.,Dupuis A.,2.0,1.0
2003-05-14,Clay,3,Rochus O.,Costa A.,2.0,1.0
2003-05-14,Clay,3,Schuettler P.,Burgsmuller L.,2.0,1.0
2003-05-14,Clay,3,Youzhny M.,Beck K.,2.0,1.0
2003-05-14,Clay,3,Zabaleta M.,Robredo T.,2.0,1.0
2003-05-15,Clay,3,Calleri A.,Zabaleta M.,2.0,0.0
2003-05-15,Clay,3,Coria G.,Youzhny M.,2.0,0.0
2003-05-15,Clay,3,Ferreira W.,Kuerten G.,2.0,0.0
2003-05-15,Clay,3,Gaudio G.,Nadal R.,2.0,0.0
2003-05-15,Clay,3,Nalbandian D.,Schuettler P.,2.0,0.0
2003-05-15,Clay,3,Rochus O.,Henman T.,2.0,0.0
2003-05-15,Clay,3,Gonzalez F.,Hewitt L.,2.0,1.0
2003-05-15,Clay,3,Philippoussis M.,Federer R.,2.0,1.0
2003-05-16,Clay,3,Calleri A.,Ferreira W.,2.0,0.0
2003-05-16,Clay,3,Coria G.,Philippoussis M.,2.0,0.0
2003-05-16,Clay,3,Gaudio G.,Rochus O.,2.0,0.0
2003-05-16,Clay,3,Nalbandian D.,Gonzalez F.,2.0,1.0
2003-05-17,Clay,3,Calleri A.,Nalbandian D.,2.0,0.0
2003-05-17,Clay,3,Coria G.,Gaudio G.,2.0,1.0
2003-05-18,Clay,5,Coria G.,Calleri A.,3.0,0.0
2003-05-18,Clay,3,Lisnard J.R.,Kratochvil M.,2.0,0.0
2003-05-18,Clay,3,Sanguinetti D.,Sargsian S.,2.0,0.0
2003-05-18,Clay,3,Sanchez D.,Hipfl M.,2.0,0.0
2003-05-19,Clay,3,Saretta F.,Sa A.,2.0,0.0
2003-05-19,Clay,3,Kohlschreiber P.,Melzer J.,2.0,1.0
2003-05-19,Clay,3,Ancic M.,Dent T.,2.0,1.0
2003-05-19,Clay,3,Lee H.T.,Armando H.,2.0,1.0
2003-05-19,Clay,3,Hrbaty D.,Horna L.,2.0,0.0
2003-05-19,Clay,3,Verkerk M.,Kucera K.,2.0,0.0
2003-05-19,Clay,3,Roddick A.,Martin A.,2.0,0.0
2003-05-19,Clay,3,Labadze I.,Weinzierl J.,2.0,1.0
2003-05-19,Clay,3,Davydenko N.,Beck K.,2.0,0.0
2003-05-19,Clay,3,Vahaly B.,Carlsen K.,2.0,1.0
2003-05-19,Clay,3,Krajicek R.,Gambill J.M.,2.0,1.0
2003-05-20,Clay,3,Dupuis A.,Mutis O.,2.0,0.0
2003-05-21,Clay,3,Costa A.,Zimonjic N.,2.0,1.0
2003-05-21,Clay,3,Davydenko N.,Lee H.T.,2.0,0.0
2003-05-21,Clay,3,Verkerk M.,Hrbaty D.,2.0,0.0
2003-05-21,Clay,3,Krajicek R.,Vahaly B.,2.0,1.0
2003-05-21,Clay,3,Ancic M.,Lisnard J.R.,2.0,0.0
2003-05-21,Clay,3,Saretta F.,Labadze I.,2.0,0.0
2003-05-21,Clay,3,Roddick A.,Kohlschreiber P.,2.0,0.0
2003-05-21,Clay,3,Sanchez D.,Sanguinetti D.,2.0,0.0
2003-05-21,Clay,3,Dupuis A.,Costa A.,2.0,1.0
2003-05-22,Clay,3,Roddick A.,Krajicek R.,2.0,0.0
2003-05-22,Clay,3,Verkerk M.,Saretta F.,2.0,0.0
2003-05-22,Clay,3,Sanchez D.,Ancic M.,2.0,0.0
2003-05-22,Clay,3,Davydenko N.,Dupuis A.,2.0,0.0
2003-05-23,Clay,3,Davydenko N.,Verkerk M.,2.0,0.0
2003-05-23,Clay,3,Roddick A.,Sanchez D.,1.0,0.0
2003-05-24,Clay,3,Roddick A.,Davydenko N.,2.0,0.0
2003-05-26,Clay,5,Zabaleta M.,Lopez F.,3.0,0.0
2003-05-26,Clay,5,Hrbaty D.,Srichaphan P.,3.0,1.0
2003-05-26,Clay,5,El Aynaoui Y.,Dupuis A.,3.0,0.0
2003-05-26,Clay,5,Schuettler R.,Mamiit C.,3.0,1.0
2003-05-26,Clay,5,Spadea V.,Labadze I.,3.0,2.0
2003-05-26,Clay,5,Malisse X.,Calatrava A.,3.0,0.0
2003-05-26,Clay,5,Koubek S.,Popp A.,3.0,0.0
2003-05-26,Clay,5,van Lottum J.,Norman D.,3.0,2.0
2003-05-26,Clay,5,Verkerk M.,Krajan Z.,3.0,0.0
2003-05-26,Clay,5,Puerta M.,Gimelstob J.,3.0,1.0
2003-05-26,Clay,5,Lisnard J.R.,Delfino M.,3.0,1.0
2003-05-26,Clay,5,Rochus C.,Gamonal H.,3.0,0.0
2003-05-26,Clay,5,Horna L.,Federer R.,3.0,0.0
2003-05-26,Clay,5,Moya C.,Volandri F.,3.0,1.0
2003-05-26,Clay,5,Blanco G.,Corretja A.,3.0,1.0
2003-05-26,Clay,5,Ferreira W.,Behrend T.,3.0,0.0
2003-05-26,Clay,5,Ferrer D.,Melzer J.,3.0,0.0
2003-05-26,Clay,5,Lopez M.,Mahut N.,3.0,0.0
2003-05-26,Clay,5,Blake J.,Dent T.,3.0,0.0
2003-05-26,Clay,5,Chela J.I.,Saulnier C.,3.0,1.0
2003-05-26,Clay,5,Saretta F.,Martin A.,3.0,0.0
2003-05-26,Clay,5,Ljubicic I.,Kucera K.,3.0,0.0
2003-05-26,Clay,5,Philippoussis M.,Kim A.,3.0,2.0
2003-05-26,Clay,5,Kafelnikov Y.,Boutter J.,3.0,0.0
2003-05-26,Clay,5,Agassi A.,Beck K.,3.0,0.0
2003-05-26,Clay,5,Novak J.,Benneteau J.,3.0,0.0
2003-05-26,Clay,5,Kiefer N.,Larkham T.,3.0,2.0
2003-05-26,Clay,5,Galimberti G.,Heuberger I.,3.0,1.0
2003-05-26,Clay,5,Youzhny M.,Sanchez D.,3.0,0.0
2003-05-26,Clay,5,Savolt A.,Vinciguerra A.,3.0,1.0
2003-05-26,Clay,5,Ancic M.,Rios M.,1.0,0.0
2003-05-26,Clay,5,Coria G.,Sa A.,3.0,0.0
2003-05-27,Clay,5,Costa A.,Roitman S.,3.0,2.0
2003-05-27,Clay,5,Henman T.,Voltchkov V.,3.0,0.0
2003-05-27,Clay,5,Hewitt L.,Vahaly B.,3.0,1.0
2003-05-27,Clay,5,Coutelot N.,Sanguinetti D.,3.0,0.0
2003-05-27,Clay,5,Nalbandian D.,Montanes A.,3.0,1.0
2003-05-27,Clay,5,Massu N.,Norman M.,3.0,0.0
2003-05-27,Clay,5,Stepanek R.,Arthurs W.,3.0,1.0
2003-05-27,Clay,5,Robredo T.,Lapentti G.,1.0,2.0
2003-05-27,Clay,5,Martin T.,Acasuso J.,3.0,1.0
2003-05-27,Clay,5,Bjorkman J.,Mirnyi M.,3.0,0.0
2003-05-27,Clay,5,Burgsmuller L.,Fish M.,3.0,1.0
2003-05-27,Clay,5,Ferrero J.C.,Kratochvil M.,3.0,0.0
2003-05-27,Clay,5,Gaudio G.,Mathieu P.H.,3.0,0.0
2003-05-27,Clay,5,Clement A.,Enqvist T.,3.0,0.0
2003-05-27,Clay,5,Mutis O.,Golmard J.,3.0,1.0
2003-05-27,Clay,5,Portas A.,Ascione T.,3.0,1.0
2003-05-27,Clay,5,Davydenko N.,Rusedski G.,3.0,0.0
2003-05-27,Clay,5,Arazi H.,Sluiter R.,3.0,1.0
2003-05-27,Clay,5,Gonzalez F.,Gambill J.M.,3.0,0.0
2003-05-27,Clay,5,Nieminen J.,Escude N.,3.0,1.0
2003-05-27,Clay,5,Schalken S.,Draper S.,3.0,1.0
2003-05-27,Clay,5,Kuerten G.,Rosset M.,3.0,1.0
2003-05-27,Clay,5,Grosjean S.,Voinea A.,3.0,1.0
2003-05-27,Clay,5,Lapentti N.,Gasquet R.,2.0,0.0
2003-05-27,Clay,5,Sargsian S.,Roddick A.,3.0,1.0
2003-05-27,Clay,5,Santoro F.,Chang M.,3.0,0.0
2003-05-27,Clay,5,Browne F.,Rochus O.,3.0,2.0
2003-05-27,Clay,5,Mantilla F.,Lee H.T.,3.0,0.0
2003-05-27,Clay,5,Varlet J.,Carlsen K.,3.0,1.0
2003-05-27,Clay,5,Squillari F.,Calleri A.,3.0,0.0
2003-05-27,Clay,5,Vicente F.,Waske A.,3.0,2.0
2003-05-27,Clay,5,Hanescu V.,Llodra M.,3.0,0.0
2003-05-28,Clay,5,Saretta F.,Kafelnikov Y.,3.0,2.0
2003-05-28,Clay,5,Savolt A.,Youzhny M.,3.0,2.0
2003-05-28,Clay,5,Zabaleta M.,Hrbaty D.,3.0,0.0
2003-05-28,Clay,5,Blanco G.,Puerta M.,3.0,0.0
2003-05-28,Clay,5,El Aynaoui Y.,Rochus C.,3.0,0.0
2003-05-28,Clay,5,Schuettler R.,Lisnard J.R.,3.0,1.0
2003-05-28,Clay,5,Ferreira W.,Ferrer D.,3.0,1.0
2003-05-28,Clay,5,Verkerk M.,Horna L.,3.0,2.0
2003-05-28,Clay,5,Malisse X.,Koubek S.,3.0,2.0
2003-05-28,Clay,5,Coria G.,Kiefer N.,3.0,1.0
2003-05-28,Clay,5,Chela J.I.,Galimberti G.,3.0,1.0
2003-05-28,Clay,5,Novak J.,Lopez M.,3.0,2.0
2003-05-28,Clay,5,Moya C.,Philippoussis M.,3.0,0.0
2003-05-28,Clay,5,Agassi A.,Ancic M.,3.0,2.0
2003-05-28,Clay,5,Spadea V.,van Lottum J.,3.0,1.0
2003-05-29,Clay,5,Clement A.,Burgsmuller L.,3.0,0.0
2003-05-29,Clay,5,Ferrero J.C.,Massu N.,1.0,0.0
2003-05-29,Clay,5,Gonzalez F.,Portas A.,3.0,1.0
2003-05-29,Clay,5,Nieminen J.,Varlet J.,3.0,2.0
2003-05-29,Clay,5,Hanescu V.,Sargsian S.,3.0,1.0
2003-05-29,Clay,5,Coutelot N.,Nalbandian D.,3.0,2.0
2003-05-29,Clay,5,Hewitt L.,Davydenko N.,3.0,1.0
2003-05-29,Clay,5,Ljubicic I.,Blake J.,3.0,1.0
2003-05-29,Clay,5,Schalken S.,Santoro F.,3.0,0.0
2003-05-29,Clay,5,Kuerten G.,Arazi H.,3.0,0.0
2003-05-29,Clay,5,Costa A.,Stepanek R.,3.0,2.0
2003-05-29,Clay,5,Mantilla F.,Browne F.,3.0,1.0
2003-05-29,Clay,5,Robredo T.,Bjorkman J.,3.0,0.0
2003-05-29,Clay,5,Gaudio G.,Mutis O.,3.0,1.0
2003-05-29,Clay,5,Henman T.,Martin T.,3.0,1.0
2003-05-29,Clay,5,Lapentti N.,Squillari F.,3.0,1.0
2003-05-29,Clay,5,Vicente F.,Grosjean S.,3.0,0.0
2003-05-30,Clay,5,Schuettler R.,Ferreira W.,2.0,1.0
2003-05-30,Clay,5,Zabaleta M.,El Aynaoui Y.,3.0,1.0
2003-05-30,Clay,5,Coria G.,Savolt A.,3.0,0.0
2003-05-30,Clay,5,Verkerk M.,Spadea V.,3.0,1.0
2003-05-30,Clay,5,Agassi A.,Malisse X.,3.0,0.0
2003-05-30,Clay,5,Novak J.,Ljubicic I.,3.0,1.0
2003-05-30,Clay,5,Saretta F.,Blanco G.,2.0,0.0
2003-05-30,Clay,5,Moya C.,Chela J.I.,3.0,2.0
2003-05-31,Clay,5,Gonzalez F.,Schalken S.,2.0,0.0
2003-05-31,Clay,5,Costa A.,Lapentti N.,3.0,2.0
2003-05-31,Clay,5,Clement A.,Coutelot N.,3.0,0.0
2003-05-31,Clay,5,Nieminen J.,Hanescu V.,3.0,2.0
2003-05-31,Clay,5,Robredo T.,Hewitt L.,3.0,2.0
